"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000282","대전가양초등학교","02","공립","N","","3","51","17","3","57","19","4","74","18.5","4","71","17.8","5","85","17","6","100","16.7","2","13","6.5","0","0","0","27","451","16.7","34","13.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000283","대전대동초등학교","02","공립","N","","2","20","10","2","41","20.5","3","43","14.3","3","45","15","3","46","15.3","4","55","13.8","1","5","5","1","4","4","19","259","13.6","26","10"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000284","대전대룡초등학교","02","공립","N","","2","30","15","3","49","16.3","3","54","18","3","53","17.7","3","48","16","4","62","15.5","0","0","0","0","0","0","18","296","16.4","22","13.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000285","대전대문초등학교","02","공립","N","","2","20","10","2","23","11.5","2","31","15.5","2","24","12","3","36","12","2","34","17","2","8","4","0","0","0","15","176","11.7","18","9.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000286","대전대신초등학교","02","공립","N","","1","9","9","1","10","10","1","9","9","1","7","7","1","4","4","1","5","5","1","4","4","1","0","0","8","48","6","10","4.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000287","대전대암초등학교","02","공립","N","","1","13","13","1","13","13","1","13","13","1","11","11","2","19","9.5","1","16","16","2","12","6","0","0","0","9","97","10.8","13","7.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000288","대전대양초등학교","02","공립","N","","4","50","12.5","4","49","12.3","3","44","14.7","4","60","15","4","50","12.5","3","47","15.7","3","14","4.7","0","0","0","25","314","12.6","32","9.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000289","대전대화초등학교","02","공립","N","","1","8","8","2","27","13.5","2","16","8","1","15","15","2","18","9","3","21","7","2","10","5","0","0","0","13","115","8.8","20","5.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000290","대전대흥초등학교","02","공립","N","","3","47","15.7","4","70","17.5","4","77","19.3","4","73","18.3","4","82","20.5","4","78","19.5","1","1","1","0","0","0","24","428","17.8","32","13.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000291","대전동광초등학교","02","공립","N","","1","18","18","1","13","13","1","17","17","2","29","14.5","1","16","16","2","21","10.5","2","7","3.5","0","0","0","10","121","12.1","12","10.1"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000292","대전동도초등학교","02","공립","N","","1","12","12","1","8","8","1","13","13","1","18","18","1","15","15","2","21","10.5","0","0","0","0","0","0","7","87","12.4","10","8.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000293","대전동문초등학교","02","공립","N","","2","27","13.5","2","33","16.5","2","27","13.5","3","50","16.7","2","35","17.5","3","45","15","0","0","0","0","0","0","14","217","15.5","18","12.1"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000294","대전동산초등학교","02","공립","N","","3","42","14","2","32","16","3","46","15.3","3","47","15.7","3","39","13","3","51","17","3","15","5","0","0","0","20","272","13.6","25","10.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000295","대전매봉초등학교","02","공립","N","","3","53","17.7","4","69","17.3","4","82","20.5","5","95","19","5","110","22","5","92","18.4","1","4","4","0","0","0","27","505","18.7","32","15.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000296","대전목동초등학교","02","공립","N","","4","72","18","5","96","19.2","6","110","18.3","6","120","20","6","126","21","6","123","20.5","2","13","6.5","0","0","0","35","660","18.9","42","15.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000297","대전목상초등학교","02","공립","N","","1","17","17","1","20","20","2","34","17","2","31","15.5","2","34","17","3","38","12.7","2","13","6.5","0","0","0","13","187","14.4","18","10.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000298","대전문성초등학교","02","공립","N","","1","17","17","2","20","10","2","22","11","2","24","12","2","21","10.5","2","28","14","2","8","4","0","0","0","13","140","10.8","16","8.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000299","대전문창초등학교","02","공립","N","","1","12","12","1","17","17","1","18","18","2","23","11.5","2","25","12.5","2","21","10.5","2","9","4.5","0","0","0","11","125","11.4","14","8.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000300","대전문화초등학교","02","공립","N","","2","31","15.5","2","40","20","2","32","16","2","34","17","2","33","16.5","2","38","19","1","5","5","0","0","0","13","213","16.4","18","11.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000301","대전버드내초등학교","02","공립","N","","5","95","19","4","73","18.3","5","112","22.4","6","124","20.7","5","116","23.2","6","131","21.8","2","11","5.5","0","0","0","33","662","20.1","41","16.1"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000302","대전법동초등학교","02","공립","N","","3","43","14.3","3","50","16.7","3","46","15.3","3","46","15.3","3","62","20.7","3","55","18.3","1","6","6","0","0","0","19","308","16.2","23","13.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000303","대전보성초등학교","02","공립","N","","2","26","13","2","27","13.5","2","26","13","2","40","20","3","49","16.3","3","55","18.3","0","0","0","0","0","0","14","223","15.9","18","12.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000304","대전보운초등학교","02","공립","N","","2","23","11.5","1","15","15","1","16","16","2","24","12","2","26","13","1","15","15","1","5","5","0","0","0","10","124","12.4","14","8.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000305","대전산성초등학교","02","공립","N","","3","40","13.3","3","47","15.7","4","65","16.3","3","61","20.3","4","82","20.5","4","84","21","2","10","5","0","0","0","23","389","16.9","29","13.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000306","대전삼성초등학교","02","공립","N","","2","22","11","1","16","16","1","16","16","2","23","11.5","2","19","9.5","2","25","12.5","2","8","4","0","0","0","12","129","10.8","15","8.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000307","대전석교초등학교","02","공립","N","","1","21","21","2","27","13.5","2","20","10","2","37","18.5","2","40","20","2","36","18","1","6","6","0","0","0","12","187","15.6","16","11.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000308","대전석봉초등학교","02","공립","N","","1","15","15","1","11","11","1","16","16","1","12","12","1","20","20","1","8","8","1","6","6","0","0","0","7","88","12.6","8","11"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000309","대전선화초등학교","02","공립","N","","6","123","20.5","5","80","16","4","70","17.5","4","82","20.5","4","73","18.3","4","70","17.5","2","7","3.5","0","0","0","29","505","17.4","33","15.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000310","대전성남초등학교","02","공립","N","","3","45","15","4","60","15","3","51","17","4","61","15.3","3","45","15","4","63","15.8","2","11","5.5","0","0","0","23","336","14.6","30","11.2"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000311","대전송촌초등학교","02","공립","N","","4","68","17","4","89","22.3","4","85","21.3","5","95","19","5","108","21.6","6","131","21.8","1","6","6","0","0","0","29","582","20.1","37","15.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000312","대전신평초등학교","02","공립","N","","2","36","18","3","47","15.7","3","58","19.3","3","54","18","4","83","20.8","4","73","18.3","1","6","6","0","0","0","20","357","17.9","25","14.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000313","대전신흥초등학교","02","공립","N","","6","145","24.2","7","164","23.4","8","188","23.5","7","179","25.6","9","217","24.1","8","171","21.4","2","15","7.5","0","0","0","47","1079","23","57","18.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000314","대전양지초등학교","02","공립","N","","2","27","13.5","2","29","14.5","2","30","15","2","37","18.5","3","41","13.7","3","46","15.3","1","4","4","0","0","0","15","214","14.3","17","12.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000315","대전오류초등학교","02","공립","N","","2","36","18","3","42","14","3","46","15.3","3","42","14","3","47","15.7","3","46","15.3","1","6","6","0","0","0","18","265","14.7","23","11.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000316","대전옥계초등학교","02","공립","N","","2","24","12","1","11","11","1","13","13","2","29","14.5","2","22","11","2","29","14.5","1","8","8","0","0","0","11","136","12.4","14","9.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000317","대전용운초등학교","02","공립","N","","4","73","18.3","4","85","21.3","4","75","18.8","4","85","21.3","4","83","20.8","4","68","17","1","6","6","0","0","0","25","475","19","30","15.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000318","대전용전초등학교","02","공립","N","","5","80","16","4","81","20.3","5","93","18.6","4","93","23.3","6","117","19.5","5","95","19","2","13","6.5","0","0","0","31","572","18.5","41","14"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000319","대전원평초등학교","02","공립","N","","2","25","12.5","3","51","17","3","39","13","4","67","16.8","4","62","15.5","3","41","13.7","1","5","5","0","0","0","20","290","14.5","25","11.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000320","대전유평초등학교","02","공립","N","","2","24","12","2","36","18","3","44","14.7","3","50","16.7","3","44","14.7","4","62","15.5","1","5","5","0","0","0","18","265","14.7","22","12"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000321","대전자양초등학교","02","공립","N","","1","8","8","1","9","9","1","15","15","1","16","16","1","17","17","1","13","13","2","9","4.5","0","0","0","8","87","10.9","10","8.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000322","대전중리초등학교","02","공립","N","","4","60","15","4","58","14.5","3","60","20","4","75","18.8","4","64","16","4","79","19.8","2","11","5.5","0","0","0","25","407","16.3","33","12.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000323","대전중앙초등학교","02","공립","N","","8","171","21.4","6","124","20.7","8","165","20.6","7","164","23.4","7","146","20.9","5","108","21.6","3","15","5","0","0","0","44","893","20.3","53","16.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000324","대전중원초등학교","02","공립","N","","2","24","12","2","33","16.5","3","47","15.7","3","45","15","3","54","18","3","60","20","1","6","6","0","0","0","17","269","15.8","23","11.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000325","대전중촌초등학교","02","공립","N","","3","59","19.7","3","45","15","3","41","13.7","3","38","12.7","2","29","14.5","2","34","17","1","4","4","0","0","0","17","250","14.7","20","12.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000326","대전천동초등학교","02","공립","N","","7","131","18.7","6","143","23.8","7","161","23","7","165","23.6","8","170","21.3","7","145","20.7","2","11","5.5","0","0","0","44","926","21","54","17.1"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000327","대전태평초등학교","02","공립","N","","3","46","15.3","4","74","18.5","4","85","21.3","5","87","17.4","4","86","21.5","4","86","21.5","2","12","6","0","0","0","26","476","18.3","32","14.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000328","대전판암초등학교","02","공립","N","","3","41","13.7","3","42","14","3","55","18.3","3","47","15.7","3","62","20.7","4","66","16.5","2","8","4","0","0","0","21","321","15.3","27","11.9"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000329","대전현암초등학교","02","공립","N","","1","14","14","2","22","11","1","14","14","1","16","16","2","33","16.5","2","22","11","1","4","4","1","4","4","11","129","11.7","14","9.2"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000330","대전화정초등학교","02","공립","N","","1","12","12","2","31","15.5","2","23","11.5","3","41","13.7","2","37","18.5","2","35","17.5","1","5","5","0","0","0","13","184","14.2","16","11.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000331","대전흥룡초등학교","02","공립","N","","3","44","14.7","2","36","18","3","57","19","3","62","20.7","3","61","20.3","6","81","13.5","1","5","5","0","0","0","21","346","16.5","27","12.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000332","동대전초등학교","02","공립","N","","3","52","17.3","4","64","16","4","79","19.8","4","89","22.3","5","90","18","4","72","18","2","9","4.5","0","0","0","26","455","17.5","34","13.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000333","동명초등학교","02","공립","N","","1","7","7","1","11","11","1","7","7","1","7","7","1","8","8","1","6","6","1","4","4","0","0","0","7","50","7.1","8","6.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000335","산내초등학교","02","공립","N","","3","55","18.3","3","54","18","5","89","17.8","5","83","16.6","4","73","18.3","5","95","19","2","9","4.5","0","0","0","27","458","17","39","11.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000336","산서초등학교","02","공립","N","","1","12","12","1","8","8","1","11","11","1","9","9","1","11","11","1","7","7","0","0","0","0","0","0","6","58","9.7","8","7.3"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000338","산흥초등학교","02","공립","N","","1","8","8","1","5","5","1","3","3","1","10","10","1","9","9","1","8","8","1","3","3","0","0","0","7","46","6.6","8","5.8"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000339","새일초등학교","02","공립","N","","1","18","18","2","24","12","1","20","20","2","37","18.5","2","33","16.5","2","32","16","1","4","4","0","0","0","11","168","15.3","15","11.2"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000340","서대전초등학교","02","공립","N","","2","20","10","3","42","14","3","38","12.7","3","42","14","3","44","14.7","4","60","15","1","6","6","0","0","0","19","252","13.3","25","10.1"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000341","대전성모초등학교","02","사립","N","","4","112","28","4","112","28","4","112","28","4","111","27.8","4","106","26.5","4","97","24.3","0","0","0","0","0","0","24","650","27.1","42","15.5"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000342","세천초등학교","02","공립","N","","1","9","9","1","10","10","1","8","8","1","6","6","1","8","8","1","5","5","0","0","0","0","0","0","6","46","7.7","7","6.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000343","신탄진용정초등학교","02","공립","N","","4","68","17","3","54","18","3","62","20.7","5","85","17","4","62","15.5","4","81","20.3","2","6","3","0","0","0","25","418","16.7","29","14.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000344","신탄진초등학교","02","공립","N","","2","33","16.5","3","48","16","2","35","17.5","2","38","19","4","65","16.3","4","79","19.8","2","12","6","0","0","0","19","310","16.3","25","12.4"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000345","와동초등학교","02","공립","N","","2","30","15","2","26","13","2","29","14.5","2","27","13.5","2","32","16","2","29","14.5","2","9","4.5","0","0","0","14","182","13","17","10.7"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000346","장동초등학교","02","공립","N","","1","9","9","1","8","8","1","6","6","1","4","4","1","7","7","1","5","5","0","0","0","0","0","0","6","39","6.5","7","5.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000347","회덕초등학교","02","공립","N","","1","17","17","1","20","20","1","19","19","1","17","17","2","24","12","2","29","14.5","1","6","6","0","0","0","9","132","14.7","12","11"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000490","가수원초등학교","02","공립","N","","3","37","12.3","2","39","19.5","3","52","17.3","4","62","15.5","3","45","15","4","78","19.5","1","4","4","0","0","0","20","317","15.9","24","13.2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000491","구즉초등학교","02","공립","N","","3","59","19.7","4","71","17.8","4","74","18.5","4","72","18","4","73","18.3","4","79","19.8","1","7","7","0","0","0","24","435","18.1","33","13.2"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000492","금성초등학교","02","공립","N","","3","49","16.3","3","56","18.7","4","66","16.5","4","70","17.5","4","63","15.8","4","75","18.8","1","6","6","0","0","0","23","385","16.7","28","13.8"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000493","기성초등학교","02","공립","N","","1","2","2","1","8","8","1","6","6","1","4","4","1","5","5","1","5","5","0","0","0","3","13","4.3","9","43","4.8","11","3.9"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000494","기성초등학교길헌분교장","02","공립","N","","0","0","0","0","0","0","1","2","2","1","1","1","1","2","2","0","0","0","1","2","2","0","0","0","4","7","1.8","4","1.8"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000497","남선초등학교","02","공립","N","","1","5","5","1","5","5","1","9","9","1","11","11","1","10","10","1","7","7","0","0","0","0","0","0","6","47","7.8","7","6.7"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000498","대덕초등학교","02","공립","N","","4","99","24.8","4","103","25.8","5","95","19","5","109","21.8","5","117","23.4","6","117","19.5","0","0","0","0","0","0","29","640","22.1","33","19.4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000501","대전가장초등학교","02","공립","N","","4","70","17.5","4","67","16.8","5","106","21.2","5","106","21.2","6","124","20.7","5","107","21.4","2","12","6","0","0","0","31","592","19.1","38","15.6"
